lyrics,label
"অচেনা অভিমানের গান – মিনার রহমান
হারিয়ে যাবার আগে
বদলে যাবার আগে,
জেনেছি শুধু তোমার নাম।
না বলা কথার বাঁকে
পুরোনো বইয়ের ফাঁকে,
পড়ে ছিল শুধু চিঠির খাম।
তুমিও হঠাৎ হারিয়ে গেলে অজানায়
স্বপ্নরা কোথায় মিলিয়ে গেলো
অচেনা ঠিকানায়।
হারিয়ে যাবার আগে
বদলে যাবার আগে,
জেনেছি শুধু তোমার নাম।
নানা নানা নানা না…
কত স্মৃতির আড়ালে
কত জোছনা হারালে,
কত বৃষ্টির ফোঁটায়
কত কান্না হারায়,
তুমি আগের মতো আছো কিনা
তা জানি না, তা জানি না।
আমিও বদলে যাবার মিছিলে
বদলে গিয়েছি, বদলে গিয়েছি।
সময় ফুরিয়ে গেলে
স্মৃতিরা ডানা মেলে
উড়ে উড়ে যায় আপন ঠিকানায়।
তুমিও বদলে গেলে
কোথায় হারিয়ে গেলে
খুঁজি তোমাকে ভুল ইশারায়।
দূর থেকেই
তোমায় দেখেছি একা দাঁড়িয়ে,
তোমায় নিয়ে লেখা কবিতা গুলো
সব কোথায় পালিয়ে।
হারিয়ে যাবার আগে
বদলে যাবার আগে,
জেনেছি শুধু তোমার নাম।
নানা নানা নানা না…",1
"Paglu Title song - Mika Singh & Akriti kakkar
প্রেমের ধুম জুরে
দু চোখের ঘুম কারে
কেন প্রেম ঘুম কারে
রেখে দিস হিম গারে
হলো যখন চেনা জানা
বারো আনা

জানি এ প্রেম জমে যাবে ষোল আনা
পাগলু থুরাছা কারলে রুম্যন্স

উরবে উরবে উরবে সপ্নের ঘুরি উরবে
ঘুরবে এ মন ঘুরবে
রঙিন পথে ঘুরবে
আজ বুকেতে দিচ্ছে দোলা
ইচ্ছে নদীর ঢেউ
চল ভেসে চল প্রেম জুয়ারে
জানলে জানুক কেউ

পাগলু... পাগলু... পাগলু...
থোরাছা কারলে রুম্যন্স

পাগলু, থোরাছা কারলে রুম্যন্স

জমবে জমবে জমবে
এ মাস্তি আরো জমবে
নামবে যখন নামবে রাতের মায়া নামবে
আজ মনেতে জাগছে আসা
চাচ্ছে তোর ছোয়া
প্রেম সুখেতে মন হারালে
যায়রে প্রেম পাওয়া।

পাগলু... পাগলু... পাগলু...
থোরাছা কারলে রুম্যন্স
পাগলু... থোরাছা কারলে রুম্যন্স",0
"জানে মন তুই জীবন - Jeet Gannguli
বল খুজি তোকে আর কিসে
তুই জলে বাতাসে মিশে
জানে মন তুই জীবন
জানে মন তুই জীবন



ভির এরিয়ে আয় দেখা দে
সামনে এসে আয় দেখা দে
তুই বিন এই মন আর পারি না
দিন রাতে ডাই বুনছি আসা
বেছে নিয়ে সব কুয়াশা
মন জমিতে প্রেম সুমানায়

জানে মন তুই জীবন
জানে মন তুই জীবন



বল খুজি তোকে আর কিসে
তুই জলে বাতাসে মিশে
জানে মন তুই জীবন
জানে মন তুই জীবন
জানে মন তুই জীবন


কত কি বোতে বাকি
কতটা চলতে বাকি
তোর চোখের চাইনিতে বল
কতটা গলতে বাকি



কত কি বোতে বাকি
কতটা চলতে বাকি
তোর চোখের চাইনিতে বল
কতটা গলতে বাকি
তোকে পেতে সব হারাতে
যাব নিলসে নিরবাসন
তোকে পেতে সব হারাতে
যাব নিলসে নিরবাসন
জানে মন তুই জীবন
জানে মন তুই জীবন



চলে আয় চুপটি করে
ভেসে যাই প্রেম সাগরে
চল কুরই মুক্ত ঝিনুক দুজনে আলতো করে
চলে আয় চুপটি করে
ভেসে যাই প্রেম সাগরে
চল কুরই মুক্ত ঝিনুক দুজনে আলতো করে
তোর টানে মন বাগানে ফুল ফুটবে আ জীবন
তোর টানে মন বাগানে ফুল ফুটবে আ জীবন
জানে মন তুই জীবন
জানে মন তুই জীবন



বল খুজি তোকে আর কিসে
তুই জলে বাতাসে মিশে
জানে মন তুই জীবন
জানে মন তুই জীবন
জানে মন তুই জীবন
জানে মন তুই জীবন...",0
"যন্ত্রনা – তানভীর ইভান
আজ এই দুচোখ ভরে
রেখেছি তোমায় আমি,
আজ এ দু’চোখের আড়ালে
হারিয়েছি তোমায় আমি।
যন্ত্রনায় তোমায় ভেবে কেঁদেছি আমি
জীবনটাকে শেষ করার আশায়
গেয়ে যাই আমি।
তুমি আমার হয়েও
কখনও আমায় বুঝনি,
ভেঙ্গেছো পুরোটা আমায়
তবুও গড়েছি তোমায় আমি।
তোমায় আমি বলে দিতে চাই
আর পাবেনা আমায়,
কষ্ট পাবো জেনেও তুমি
কাঁদিয়েছো আমায়।
দিয়েছি ভালবাসা
নিয়েছি তোমার সব ব্যাথা,
রেখেছি তোমায় এই বুকে
তাইতো আজ দিলে ব্যাথা।
মাঝে মাঝে তোমায় ভেবে
কেঁদে যাই আমি,
এত কষ্টে এত ব্যাথায়
খুঁজি তোমায় আমি।
কখনও ভাবিনি এত ব্যাথা দিবে তুমি
চেয়েছো ভেঙ্গে দিতে তা হয়েছে আজই,
চলে যাওয়ার ছিলই যখন এলে বা কেন ?
স্বপ্ন ভাঙ্গার ছিলই যখন দেখালে বা কেন ?
আজ আমার এ জীবনটা
তুমি করে দিলে একেলা,
কেড়ে নিলে সব আমার
স্মৃতি গুলোর রেখে গেলে ব্যাথা।
শেষ কথা দিলাম তোমার হয়ে
থাকব না আমি,
চলে যাবো সবই ছেড়ে
আমি বহু দূরে, বহুদূরে,
বহুদূরে, বহুদূরে ….",1
"যদি তোর জন্য – বাঁকুড়া মেমে
যদি তোর জন্য
ভালোবাসা পিছু টেনে যায়,
তার পিছু বয়ে যাস
আকাশ বাতাস
আমাকেও টেনে নিয়ে যায়।
আমি যতো ভালোবাসা
রেখে গেছি কোণঠাসা,
একখানি ভাঙ্গা বাসা
ছেড়ে কিছু পাখি পরিযায়ী হয়।।
তবু তোর প্রেমিকের
গল্পের শেষ চাই,
আমি একা ক্রমিকের
পিছূটান রেখে যাই।
তুই যত থেকে যাস
আসলে যে উড়ে যাস,
পথ ভুল করা পাখিদের মতন।।
আর যদি কেউ
আটকে রেখে দেয়,
তবে বিচ্ছেদ সুখ বেছে নিস।
প্রিয়তমা প্রাক্তনী গল্পের মরশুমি
আমার হারিয়ে যাওয়া যতকাল,
তোমার তারাখসা সব রাত্রি পেরিয়ে
ঘুম ভেঙে ভালোবাসার সকাল।
সূর্যের হাবুডুবু,
দিন শেষ সন্ধ্যায়,
মন খানি রেখে যাস
দক্ষিণ খোলা জানালায়।
যদি তোর জন্য
ভালোবাসা পরিযায়ী হয় ..",0
"কারে দেখাবো মনের দুঃখ গো - Saif Zohan
কারে দেখাবো মনের দুঃখ গো
আমি বুক চিরিয়া,
অন্তরে তুষেরই অনল
জ্বলে গইয়া গইয়া।
ঘর বাঁধিলাম প্রাণ বন্ধের সনে
কত কথা ছিলো মনে গো,
ঘর বাঁধিলাম প্রাণ বন্ধের সনে
কত কথা ছিল মনে গো,
ভাঙ্গিল আদরের জোড়া
ভাঙ্গিল আদরের জোড়া
কোনজন বাদী হইয়া
জ্বলে গইয়া গইয়া।
কারে দেখাবো মনের দুঃখ গো
আমি বুক চিরিয়া,
অন্তরে তুষেরই অনল
জ্বলে গইয়া গইয়া।
কথা ছিল সঙ্গে নিব গো আমায়
সঙ্গে আমায় নাহি নিল গো,
কথা ছিল সঙ্গে নিব গো আমায়
সঙ্গে আমায় নাহি নিল গো,
রাধারমন ভবে রইলো
রাধারমন ভবে রইল
জিতে মরা হইয়া,
জ্বলে গইয়া গইয়া।
কারে দেখাবো মনের দুঃখ গো
আমি বুক চিরিয়া,
অন্তরে তুষেরই আগুন
জ্বলে গইয়া গইয়া।",1
"মেঘলা কালো চুল – মাহাতিম সাকিব
বাঁধিস যদি মেঘলা কালো চুল
হুঁ.. বাঁধিস যদি মেঘলা কালো চুল
হবো আমি তোর খোঁপারই ফুল,
আঁখি যেন গভীর দীঘির জল
আমি তোর চোখেরই কাজল।
শরতের মেঘরাঙা তোর আঁচল
আমি তাতে বৈশাখী রঙ,
শরতের মেঘরাঙা তোর আঁচল
আমি তাতে বৈশাখী রঙ,
কোমল আলতা মাখা তোর ওই চাল
আমি তোর ফেলে রাখা লাল।
বাঁধিস যদি মেঘলা কালো চুল
হবো আমি তোর খোঁপারই ফুল।।
যত তুই মায়াভরা ওই চোখ তুল
আমি তোর ঠিক করা ভুল,
যত তুই মায়াভরা ওই চোখ তুল
আমি তোর ঠিক করা ভুল,
হয়তো নদীর স্রোত কখনো প্রবল
আমি তোর হারানো সে দুল।
বাঁধিস যদি মেঘলা কালো চুল
হুঁ.. বাঁধিস যদি মেঘলা কালো চুল
হব আমি তোর খোঁপারই ফুল,
আঁখি যেন গভীর দীঘির জল
আমি তোর চোখেরই কাজল।",0
"আয় লো সখী জল খেলায় – অংকন ইয়াসমিন
আয় লো সখী জল খেলায় যমুনার ঘাটে
আয় লো সখী জল খেলায় যমুনার ঘাটে,
দেখো প্রাণবন্ধু বইসা আছে গো
দেখো প্রাণবন্ধু বইসা আছে
মনমাঝিরও রূপেতে, যমুনার ঘাটে।
আয় লো সখী জল খেলাই যমুনার ঘাটে
আয়লো সখী জল খেলাই যমুনার ঘাটে।।
মনপবনের পাল তুইলাছি সুখের স্বপন দিয়া
বুকের নদী উজান ছোটে ভাঙে যেন হিয়া,
মনপবনের পাল তুইলাছি সুখের স্বপন দিয়া
বুকের নদী উজান ছোটে ভাঙ্গে যেন হিয়া,
উড়ালপঙ্খী মন যে আমার কেমন করে বাঁধি
মন উচাটন যখন তখন আমি উদাসিনী,
ওরে সুজন আমার ভেদ বোঝে না, সুজন আমার
ওরে সুজন আমার ভেদ বোঝে না
যায় শুধু ডাকিয়া রে, যমুনার ঘাটে।
আয় লো সখী জল খেলায় যমুনার ঘাটে
আয় লো সখী জল খেলায় যমুনার ঘাটে।।
ফুলের মালা গেঁথে যখন পরাই তারই গলে
রসিকচোরা রঙে ডুবায় ছলাকলার জালে,
ফুলের মালা গেঁথে যখন পরাই তারই গলে
রসিকচোরা রঙে ডুবায় ছলাকলার জালে,
দুঃখে তখন বুক ফাইট্যা যায় অঙ্গ বুঝি পোড়ে
কি সুখে লো স্বপন সাজাই এমন হিয়ার ডোরে,
ওরে সুজন আমার ভেদ বোঝে না, সুজন আমার
ওরে সুজন আমার ভেদ বোঝে না
যায় শুধু ডাকিয়া রে, যমুনার ঘাটে।
আয় লো সখী জল খেলায় যমুনার ঘাটে
আয় লো সখী জল খেলায় যমুনার ঘাটে,
দেখো প্রাণবন্ধু বইসা আছে গো
দেখো প্রাণবন্ধু বইসা আছে
মনমাঝিরও রূপেতে, যমুনার ঘাটে।
আয় লো সখী জল খেলায় যমুনার ঘাটে
আয় লো সখী জল খেলায় যমুনার ঘাটে।।",0
"এক্কা দোক্কা – কৌশিক চক্রবর্তী
একটা ছুটির দিন অলস বিকেলবেলা
সকাল থেকে বৃষ্টি মনের জানলা খোলা,
চেনা চেনা এই শহরটা আজ
ভেজা রাস্তার গন্ধে আজ বড়ই অচেনা,
ধোঁয়া ধোঁয়া চায়ের কাপে ছুঁয়ে ঠোঁট
ভেজা কার্নিশে হঠাৎ বিকেল
হয়নি গান শোনা।
ভিজছে আমার গানের খাতা
ভিজছে ল্যাম্পপোস্ট গাছের পাতা,
ভিজছি আমি চায়ের কাপে
আমি ভিজছি আজ একটু অন্যভাবে।
এক্কা দোক্কা আমার সারাবেলা
আঁকছি বৃষ্টি কাগজের ভেলা,
হারায় ঠিকানা, হারায় কবিতারা
বৃষ্টিভেজা বিকেলবেলা..
বিকেলবেলা.. বিকেলবেলা..
ভাবছিনা কিছুই, থাকবো একা
বহুদিন পর হঠাৎ হলো দেখা,
জানলার কাঁচে ছবি আঁকছি আমি
শব্দেরা এলোমেলো হলে জানি দেখা হবেনা।
ভিজছে সময় আর বাজছে রিংটোন
সময় যদিও অভিমানী তাই গাওয়া হলোনা,
ভিজছে আমার মনের ইচ্ছে
বৃষ্টি শুধু আস্কারা দিচ্ছে।
ভিজছি আমি চায়ের কাপে
তবু ভিজছি আজ একটু অন্যভাবে।
এক্কা দোক্কা আমার সারাবেলা
আঁকছি বৃষ্টি কাগজের ভেলা,
হারায় ঠিকানা, হারায় কবিতারা
বৃষ্টিভেজা বিকেলবেলা..
বিকেলবেলা.. বিকেলবেলা..",1
"শ্যামের বাঁশরি বাজে – রাঘব চট্টোপাধ্যায়
বাজে.. বাজে.. বাজে..
বাজে রাধা মন্দিরে
শ্যামের বাঁশরি বাজে,
বাজে রাধা মন্দিরে
শ্যামের বাঁশরি বাজে,
লয়ে রাধা কুন্তলে
মেঘ রাশি রাশি,
শ্যাম মিলনে সাজে ..
বাজে.. বাজে.. বাজে।
ওই নীল সরোবরে ফুটি শতদল সম
করে জলকেলি গোপী সনে,
ওই নীল সরোবরে ফুটি শতদল সম
করে জলকেলি গোপী সনে,
মুরলীর সুর করে অন্তর উচাটন
তাহে শ্যাম সোহম রাজে,
তাহে শ্যাম সোহম রাজে,
শ্যাম সোহম রাজে,
বাজে.. বাজে.. বাজে।
আজ নব সমীরণ করি বাঁশি অনুরণন
ডাকে রাধা রাধা রাধা নামে,
আজ নব সমীরণ করি বাঁশি অনুরণন
ডাকে রাধা রাধা রাধা নামে,
শুনি যে গো সেই ধ্বনি
হয়ে রাধা অভিমানী
করে আঁখি নত বুঝি লাজে
করে আঁখি নত বুঝি লাজে
আঁখি নত বুঝি লাজে।
বাজে.. বাজে.. বাজে..
বাজে রাধা মন্দিরে
শ্যামের বাঁশরি বাজে,
লয়ে রাধা কুন্তলে
মেঘ রাশি রাশি,
শ্যাম মিলনে সাজে ..
বাজে.. বাজে.. বাজে …",0
"Chumki Choleche - Khurshid Alam
চুমকি চলেছে একা পথে
সঙ্গী হলে দোষ কি তাতে?
হার মেনেছে দিনের আলো
রাগলে তোমায় লাগে আরও ভালো
চুমকি চলেছে একা পথে
আরে, সঙ্গী হলে দোষ কি তাতে?
হার মেনেছে দিনের আলো
রাগলে তোমায় লাগে আরও ভালো
চুমকি চলেছে একা পথে
মুখেতে গালি, মিঠা মিঠা হেঁয়ালি
যত খুশি গালাগালি করো, লাগে ভালো
মুখেতে গালি, মিঠা মিঠা হেঁয়ালি
যত খুশি গালাগালি করো, লাগে ভালো
আমাকে সাথে নিয়ে চলো না
মিষ্টি করে তুমি বলো না
তোমাকে যে আমি ভালোবাসি
চুমকি চলেছে একা পথে
আরে, সঙ্গী হলে দোষ কি তাতে?
হার মেনেছে দিনের আলো
রাগলে তোমায় লাগে আরও ভালো
চুমকি চলেছে একা পথে
ও টাঙ্গেওয়ালি, হাত করো খালি
চাবুক রেখে আমার হাত ধরো, সেই ভালো
ও টাঙ্গেওয়ালি, হাত করো খালি
চাবুক রেখে আমার হাত ধরো, সেই ভালো
একা একা এই পথে চলো না
আর কারও নজরে পড়ো না
তাহলে যে মরে যাবো আমি
চুমকি চলেছে একা পথে
আরে, সঙ্গী হলে দোষ কি তাতে?
হার মেনেছে দিনের আলো
রাগলে তোমায় লাগে আরও ভালো
চুমকি চলেছে একা পথে
সঙ্গী হলে দোষ কি তাতে?
হার মেনেছে দিনের আলো
রাগলে তোমায় লাগে আরও ভালো
চুমকি চলেছে একা পথে",0
"কতোদিন দেখি না তোমায় – ইমরান মাহমুদুল
কতোদিন দেখি না তোমায়
মনটা শুধু কেঁদে কেঁদে যায়,
তোমাকে আবার চাই
পুরোনো সেই চেনা মোহনায়।
ফিরবে কি না জানিনা
তবুও আশা ছাড়ছি না,
ফিরবে কি না জানিনা
তবুও আশা ছাড়ছি না,
কতোদিন দেখি না তোমায়
মনটা শুধু কেঁদে কেঁদে যায়,
তোমাকে আবারও চাই
পুরোনো সেই চেনা মোহনায়,
কতোদিন দেখি না তোমায়।।
আমাদের এতো শত স্মৃতি
একটুও কি মনে পড়ে না?
ভেতরের ক্ষত হচ্ছে বড়
এ ব্যথা তুমি বোঝো না।
ফিরবে কি না জানিনা
তবুও আশা ছাড়ছি না,
ফিরবে কি না জানিনা
তবুও আশা ছাড়ছি না,
কতোদিন দেখি না তোমায়
মনটা শুধু কেঁদে কেঁদে যায়,
তোমাকে আবারও চাই
পুরোনো সেই চেনা মোহনায়,
কতোদিন দেখি না তোমায়
কতোদিন দেখি না তোমায়।।",1
"কার যেন এই মনের বেদন - রবীন্দ্রসঙ্গীত
কার যেন এই মনের বেদন, কার ..
কার যেন এই মনের বেদন, কার ..
চৈত্রমাসের উতল হাওয়ায়, কার ..
ঝুমকোলতার চিকন পাতা
কাঁপে রে কার চম্‌কে-চাওয়ায়।
উতল হাওয়ায়, কার ..
কার যেন এই মনের বেদন, কার।
হারিয়ে যাওয়া কার সে বাণী, কার..
কার সোহাগের স্মরণখানি
আমের বোলের গন্ধে মিশে
কাননকে আজ কান্না পাওয়ায়।
উতল হাওয়ায়, কার ..
কার যেন এই মনের বেদন, কার।
কাঁকন দুটির রিনিঝিনি
কার বা এখন মনে আছে, সেই..
সেই কাঁকনের ঝিকিমিকি
পিয়াল বনের শাখায় নাচে,
উতল হাওয়ায়।
যার চোখের ওই আভাস দোলে
নদী ঢেউয়ের কোলে কোলে, তার..
তার সাথে মোর দেখা ছিল
সেই সেকালের তরী বাওয়ায়।
উতল হাওয়ায়, কার ..
কার যেন এই মনের বেদন, কার
চৈত্রমাসের উতল হাওয়ায়, কার ..
কার যেন এই মনের বেদন, কার।",0
"রেখেছো আড়াল করে – মিরাজ
রেখেছো আড়াল করে নিজেকে
ব্যাথা গুলো সব নিজের কাছে,
বলোনা কেন আমাকে ?
হাতটি ধরো হারাবো দূরে।
সীমানা পেরিয়ে
তোমায় ভালোবাসতে চাই,
যত বাধা তোমার আমার মাঝে
ভাঙ্গতে চাই।
এই আমি.. আ.. এই আমি..
স্বপ্ন গুলো তোমাকে ঘিরে
ইচ্ছের আকাশে দেবো চিঠি ছুঁড়ে,
আর কতো এভাবে আড়ালে
হাতটি ধরো হারাবো দূরে।
সীমানা পেরিয়ে
তোমায় ভালোবাসতে চাই,
যত বাধা তোমার আমার মাঝে
ভাঙ্গতে চাই।
এই আমি.. আ.. এই আমি..",1
"এসেছি তোকে নিয়ে ফিরবো বলে - Mohit Chouhan
এসেছি তোকে নিয়ে ফিরবো বলে
মনেরই পথ চিনে আয়না চলে

এসেছি তোকে নিয়ে ফিরবো বলে
মনেরই পথ চিনে আয়না চলে

তোর ছেড়ে জ্বর বুকে ছাড়ে না
পারছে তোকে ছাড়া না রে না
এসেছি তোকে নিয়ে ফিরবো বলে
মনেরই পথ চিনে আয়না চলে
তোর ছেড়ে জ্বর বুকে ছাড়ে না
পারছে তোকে ছাড়া না রে না

চল চল চল চল
এখনই সব ছেড়ে বল বল বল বল
আমারই হাত ধরে টলমল টলমল
ভাসাবি প্রেমের ভেলা

 ও চল চল চল চল
এখনই সব ছেড়ে বল বল বল বল
আমারই হাত ধরে টলমল টলমল
ভাসাবি প্রেমের ভেলা

এসেছি তোকে নিয়ে ফিরবো বলে
মনেরই পথ চিনে আয়না চলে
তোর ছেড়ে জ্বর বুকে ছাড়ে না
পারছে তোকে ছাড়া না রে না

মন মন মন মন
পালাবে তোর সাথে কোন কোন কোন কোন
রোদেলা ভোররাতে ঝলমল
কি ভালো সে রং খেলা

মন মন মন মন
পালাবে তোর সাথে কোন কোন কোন কোন
রোদেলা ভোররাতে ঝলমল
কি ভালো সে রং খেলা

এসেছি তোকে নিয়ে ফিরবো বলে
মনেরই পথ চিনে আয়না চলে
তোর ছেড়ে জ্বর বুকে ছাড়ে না
পারছে তোকে ছাড়া না রে না",0
"যেওনা তুমি চলে – মিরাজ
তোমাকে মনে পড়ে খুব
এই বৃষ্টির দিনে,
তোমাকে জড়িয়ে ধরে
দেখবো আকাশটাকে।
যেওনা তুমি চলে
রেখোনা একা আমাকে,
অভিমান করে কতো তুমি
রবে দূরে সরে।।
তোমাকে ভেবে ভেবে
কেটে যায় সময়,
এসো না খোলা চুলে
তুমি আমার কাছে।
থেকো না আড়ালে তুমি
খুব মনে পড়ে তোমাকে,
যন্ত্রনা হৃদয়ে আমার
ক্ষত এ মনে।
যেওনা তুমি চলে
রেখোনা একা আমাকে,
অভিমান করে কতো তুমি
রবে দূরে সরে।।",0
"বিনা দোষে সাজা – জিসান খান শুভ
কিবা মনে, কি পরানে
কিবা মনে, কি পরানে
এতো অবহেলা ..
বুঝলনা, তবু সাজা বিনা দোষে দিলা
বুঝলনা, তবু সাজা বিনা দোষে দিলা।
সে তো জানে, সে তো মানে
সে তো জানে, সে তো মানে
আছি কত ভালো,
এতো ভালো রাখবেনা সে
কথা দিয়েছিলো।
অন্ধ জনে প্রেমসাধনে
অন্ধ জনে প্রেমসাধনে
গেলো সারাবেলা,
বুঝলনা, তবু সাজা বিনা দোষে দিলা
বুঝলনা, তবু সাজা বিনা দোষে দিলা।।
আমি জানি, আমি মানি
আমি জানি, আমি মানি
খুঁজবে সে আমারে,
যেদিন আমি থাকবোনা আর
এ মায়ার সংসারে।
অন্ধ জনে প্রেমসাধনে
অন্ধ জনে প্রেমসাধনে
কাটে সারাবেলা,
বুঝলনা, তবু সাজা বিনা দোষে দিলা
বুঝলনা, তবু সাজা বিনা দোষে দিলা
ও.. বুঝলোনা, তবু সাজা বিনা দোষে দিলা ।।",1
"শেষ হয়ে এলো সাথী – নচিকেতা চক্রবর্তী
শেষ হয়ে এলো সাথী
দিন ঝিলমিল নদীর তীরে,
এক আকাশ জোড়া হিংসার
ছাই উড়ছে অহঙ্কারে।
থাক আগুন শুধু ফাগুনে
থাক আগুন শুধু ফাগুনে
তাকে বেঁধে রেখেছি গানে।
শেষ হয়ে এলো সাথী
দিন ঝিলমিল নদীর তীরে,
এক আকাশ জোড়া হিংসার
ছাই উড়ছে অহঙ্কারে।।
শেখা মানে শেখা হয়নি কখনও
অজানা শ্রান্ত এ মন,
যা ছিল চাওয়া, পাওয়া হল না তা
চলে গেলো কত শ্রাবন।
সময়ের মোহতাজ
যত আপাত সাজ,
সবই মৃত্যুগামী ধীরে।
শেষ হয়ে এল সাথী
দিন ঝিলমিল নদীর তীরে,
এক আকাশ জোড়া হিংসার
ছাই উড়ছে অহঙ্কারে।।
নেই ম্যান নেই হুঁশ
স্বপ্নেরা ফানুস, মানুষ রুপি জানোয়ার,
জীবন অবিশ্বাস, নয়তো পরিহাস
বৈচি কেন দায়ভার।
কারো শক্তির নেশা, আসক্তির নেশা
চল ছুটি দিকশূন্য পুরে ..
শেষ হয়ে এলো সাথী
দিন ঝিলমিল নদীর তীরে,
এক আকাশ জোড়া হিংসার
ছাই উড়ছে অহংকারে।। ​",0
"এখনও আলো আসে – মেহেদী হাসান নীল
নিখিল দিয়েছিল নরক নগ্নতা
আমার চোখে ছিল অমলিন দৃষ্টি,
হৃদয় ছুঁয়েছিল মেঘের মগ্নতা
তবুও ঝরলো না প্রার্থিত বৃষ্টি।
গুটিয়ে নিলে হাত, আঙুল সোনালিমা
ফোটালে পাথরের বুক জুড়ে কান্না,
সহসাই কণ্ঠে নেমে এল কালিমা
ঝরে গেলো মাটিতে আলোকিত পান্না।
এখনও আলো আসে, জানালা খোলা রাখি
পেছনে গান গায় খাঁচায় পোষা পাখি,
এখনও আলো আসে, জানালা খোলা রাখি
পেছনে গান গায় খাঁচায় পোষা পাখি।।
আলতো ছুঁয়ে গেলে এমন কুয়াশায়
আশায় বাঁধে ঘর হলুদাভ রাত্রি,
জ্যোৎস্না পাতা ঝরে মাটিতে শিহরায়
উদাসী প্রান্তর উদাসীন যাত্রী।
এখনও আলো আসে, জানালা খোলা রাখি
পেছনে গান গায় খাঁচায় পোষা পাখি,
এখনও আলো আসে, জানালা খোলা রাখি
পেছনে গান গায় খাঁচায় পোষা পাখি,
এখনও আলো আসে, জানালা খোলা রাখি
পেছনে গান গায় খাঁচায় পোষা পাখি।।",1
"মাঝি ধিরে চল – তানজিব সারোয়ার
তোর প্রেমে কেন এতো মজিয়া আমি
অন্তরে বাহিরে খুইজা মরি,
তোর প্রেমে কেন এত মজিয়া আমি
অন্তরে বাহিরে খুইজা মরি,
তোরে যদি আমি না পাই মোরে
যাবো যে একা,
লয়ে যাও মোরে তোমার দেশে
নায়ে করিয়া।
মাঝি ধিরে চল রে
বন্ধু কথা দিয়েছে,
ও মাঝি নাও ফিরায় দে
আমার বন্ধু এসেছে।",0
"যাবার বেলায় তুমি ওগো – রূপঙ্কর বাগচী 
যাবার বেলায় তুমি ওগো
পিছু পানে আর ডেকোনা,
মনের কোনে ভালোবেসে
স্মৃতিটুকু আর রেখোনা।
যাবার বেলায় …
যাবেই যদি এলে কেন
শূন্যবুকের মাঝে,
সারেঙ্গিটা নিশিত রাতে
করুন শুরে বাজে।
সাঁঝে আকাশে, নতুন করে
প্রদীপ তুমি জ্বেলো না ..
যাবার বেলায় তুমি ওগো
পিছু পানে আর ডেকোনা,
মনের কোনে ভালোবেসে
স্মৃতিটুকু আর রেখোনা।
যাবার বেলায় …
দূরেই যদি রাখবে তবে
মিছে কেন কাছে এলে,
চোখের জলে সাগর কূলে
আমায় ভাসিয়ে দিলে।
দখিনা বাতাসে ফিরে এসে তুমি
মনেতে রং ঢেলো না ..
যাবার বেলায় তুমি ওগো
পিছু পানে আর ডেকোনা,
মনের কোনে ভালোবেসে
স্মৃতিটুকু আর রেখোনা।
যাবার বেলায় ….",0
"নবীর উম্মত দাবী করো কি করে তুমি ? - কলরব
নবীর উম্মত দাবী করো কি করে তুমি ?
বল উম্মত দাবী করো কি করে তুমি ? (২)
রাসূলের অপমানে কটূক্তি দেখেশুনে (২)
কেদে না উঠে যদি হৃদয় ভূমি
নবীর উম্মত দাবী করো কি করে তুমি ? 
বল উম্মত দাবী করো কি করে তুমি ?
যে মায়ার নবী দিত দ্বীনের দাওয়াত
মুখ বুজে সয়ে যেত পাথরের আঘাত (২)
নিষ্পাপ সে নামে গালি দেয় ওরা
চুপ হয়ে থাকো তুমি কপালপোড়া। 
মুসলিম বেশ ধরে অচেতন হৃদ ঘরে
রাসূলের প্রেম যদি না থাকে শুনি,
নবীর উম্মত দাবী করো কি করে তুমি ? 
বল উম্মত দাবী করো কি করে তুমি ?
রাসূলের সম্মানে জাগো হে মুমিন, 
প্র‍য়োজনে দাও সপে হৃদয়ও জমিন। (২)
সত্যের পথে যদি প্রাণ দিতে হয়,
বুঝে নিও এ তোমার ঈমানের জয়।
বাতিল নির্মূলে, গর্জে তোমার গলে
গেয়ে না উঠো যদি জাগরণী,
নবীর উম্মত দাবী করো কি করে তুমি ? 
বল উম্মত দাবী করো কি করে তুমি ?
রাসূলের অপমানে কটূক্তি দেখেশুনে (২)
কেদে না উঠে যদি হৃদয় ভূমি
নবীর উম্মত দাবী করো কি করে তুমি ? 
বল উম্মত দাবী করো কি করে তুমি ?",0
"আল্লাহ তুমি অপরূপ - হামদে বারী তা'য়ালা
আল্লাহ তুমি অপরূপ   
না জানি কতো সুন্দর !   
তোমায় আমি সপেছি প্রাণ,
সপেছি এই অন্তর । ঐ
তোমার আলো ছড়িয়ে পড়ে সুন্দর এই পৃথিবীতে 
চাঁদ সুরুজ জেগে উঠে তোমার ডাকে সাড়া দিতে ।  
তুমি আছো বুকের গভীর, গহিন ভিতর...
...
আল্লাহ তুমি অপরূপ না জানি কতো সুন্দর
তোমায় আমি সপেছি প্রাণ, সপেছি এই অন্তর 
আল্লাহ তুমি অপরূপ....
এই দুনিয়ার মালিক তুমি, তুমি মেহেরবান
বৃক্ষলতা সাগর নদী সবই তোমার দান ।
তোমার পথে চলি যেনো সারাটি জীবন ভর... 
...
আল্লাহ তুমি অপরূপ, না জানি কতো সুন্দর
তোমায় আমি সপেছি প্রান সপেছি এই অন্তর",0
